visitid,visitDateTime,URL,duration,clientID,source,UTMCampaign,params
204820,2024-07-03 23:56:15,https://our-cool-website.com/return-policy,50,566,ad,quarter_custom_kitchens_event_20240223,[]
135402,2024-10-09 15:38:23,https://our-cool-website.com/return-policy,6,597,organic,year_modern_kitchens_experience_20240712,[]
278561,2024-04-25 01:20:30,https://our-cool-website.com/add,68,369,internal,quarter_traditional_kitchens_fair_20240518,"['submit', 9991]"
733989,2024-06-22 18:19:30,https://our-cool-website.com/sale,11,447,organic,month_openconcept_kitchens_initiative_20240328,"['submit', 7595]"
143375,2024-02-10 20:59:27,https://our-cool-website.com/delete,63,711,organic,year_luxury_kitchens_show_20241001,[]
230179,2024-06-04 07:36:11,https://our-cool-website.com/customer-service,5,983,internal,month_openconcept_kitchens_promotion_20240628,"['submit', 7236]"
132514,2024-01-16 10:22:25,https://our-cool-website.com/view,14,750,internal,quarter_modern_kitchens_innovation_20240812,"['submit', 7732]"
603145,2024-12-31 02:18:30,https://our-cool-website.com/best-sellers,55,940,organic,month_smart_kitchens_experience_20241221,[]
340454,2024-12-14 02:51:40,https://our-cool-website.com/top50,55,617,organic,quarter_ecofriendly_kitchens_showcase_20240823,"['submit', 8739]"
472663,2024-10-06 22:57:38,https://our-cool-website.com/home,39,816,direct,quarter_ecofriendly_kitchen_show_20240530,[]
617700,2024-11-09 08:32:28,https://our-cool-website.com/customer-service,84,393,direct,month_smart_kitchens_exhibit_20240625,[]
386841,2024-12-10 19:40:27,https://our-cool-website.com/best-sellers,17,275,direct,year_traditional_kitchens_demo_20240725,[]
876077,2024-11-18 13:09:16,https://our-cool-website.com/checkout,36,955,direct,month_contemporary_kitchen_showcase_20240630,"['submit', 7846]"
290859,2024-12-08 05:18:38,https://our-cool-website.com/delete,68,178,ad,month_contemporary_kitchen_launch_20240322,[]
802950,2024-10-13 12:26:20,https://our-cool-website.com/sale,90,184,organic,year_modern_kitchen_initiative_20240408,"['submit', 4841]"
198260,2024-04-14 02:15:10,https://our-cool-website.com/products,52,908,direct,year_luxury_kitchens_exhibit_20240420,[]
973823,2024-02-25 19:46:08,https://our-cool-website.com/delete,70,841,ad,month_smart_kitchen_innovation_20241202,[]
406081,2024-12-22 01:39:57,https://our-cool-website.com/about,96,882,internal,month_smart_kitchens_event_20240614,"['submit', 8121]"
966377,2024-02-19 00:05:31,https://our-cool-website.com/sale,25,619,organic,month_smart_kitchens_experience_20241221,"['submit', 1516]"
176951,2024-06-02 18:22:08,https://our-cool-website.com/new-arrivals,10,835,ad,year_modern_kitchen_initiative_20250111,[]
539761,2024-05-21 12:44:29,https://our-cool-website.com/home,42,251,ad,quarter_ecofriendly_kitchens_demo_20240514,"['submit', 5399]"
880860,2024-04-02 09:40:09,https://our-cool-website.com/add,2,140,direct,year_modern_kitchen_initiative_20240408,[]
939220,2024-01-12 21:18:20,https://our-cool-website.com/checkout,74,532,direct,year_openconcept_kitchens_demo_20240430,[]
613131,2024-02-18 21:31:28,https://our-cool-website.com/checkout,97,739,direct,year_luxury_kitchens_show_20241001,[]
522782,2024-04-12 17:05:37,https://our-cool-website.com/wishlist,23,307,ad,month_smart_kitchen_show_20240318,[]
476324,2024-10-22 22:28:27,https://our-cool-website.com/discount,19,915,ad,month_contemporary_kitchen_launch_20240322,"['submit', 1556]"
618016,2024-05-01 17:55:06,https://our-cool-website.com/view,7,489,internal,year_luxury_kitchens_exhibit_20240420,[]
499676,2024-08-12 15:46:06,https://our-cool-website.com/discount,33,131,internal,month_openconcept_kitchens_event_20241210,"['submit', 9441]"
176723,2024-07-01 05:49:38,https://our-cool-website.com/reviews,13,950,direct,month_openconcept_kitchens_showcase_20241204,[]
943941,2024-11-27 17:46:56,https://our-cool-website.com/wishlist,61,588,internal,month_custom_kitchens_experience_20240901,"['submit', 3977]"
911111,2024-02-10 21:47:14,https://our-cool-website.com/return-policy,80,285,ad,month_contemporary_kitchen_showcase_20240630,"['submit', 150]"
830067,2025-01-02 18:44:19,https://our-cool-website.com/view,46,686,ad,quarter_traditional_kitchens_fair_20240518,[]
653139,2024-09-11 17:54:55,https://our-cool-website.com/featured,55,149,organic,year_openconcept_kitchens_demo_20240430,[]
805611,2024-07-30 08:33:43,https://our-cool-website.com/new-arrivals,61,551,direct,quarter_ecofriendly_kitchen_experience_20241111,"['submit', 4044]"
902864,2024-05-12 14:44:17,https://our-cool-website.com/return-policy,52,397,direct,year_luxury_kitchens_event_20250120,"['submit', 3399]"
933298,2024-09-20 03:43:20,https://our-cool-website.com/checkout,70,287,organic,quarter_custom_kitchens_experience_20240527,"['submit', 9431]"
139974,2024-01-18 01:00:10,https://our-cool-website.com/sale,36,883,internal,year_modern_kitchens_demo_20240419,"['submit', 2469]"
393584,2024-03-27 16:41:27,https://our-cool-website.com/new-arrivals,14,186,direct,quarter_spacesaving_kitchens_innovation_20240212,"['submit', 1846]"
479740,2024-02-27 20:27:30,https://our-cool-website.com/add,50,400,internal,quarter_ecofriendly_kitchens_showcase_20240823,[]
641791,2024-06-22 13:03:37,https://our-cool-website.com/edit,54,972,direct,month_contemporary_kitchens_promotion_20241215,[]
311521,2024-11-30 22:32:43,https://our-cool-website.com/about,62,475,direct,year_traditional_kitchens_exhibit_20240130,[]
237500,2024-08-07 06:02:54,https://our-cool-website.com/customer-service,76,290,internal,quarter_custom_kitchens_experience_20240222,[]
630677,2024-06-19 09:26:03,https://our-cool-website.com/wishlist,29,712,ad,month_contemporary_kitchens_event_20240920,"['submit', 855]"
354372,2024-08-22 03:32:29,https://our-cool-website.com/customer-service,56,233,internal,quarter_modern_kitchens_expo_20241122,[]
413478,2024-03-17 07:08:48,https://our-cool-website.com/discount,15,615,ad,year_traditional_kitchens_demo_20240725,"['submit', 4940]"
773931,2024-10-01 18:42:36,https://our-cool-website.com/top50,17,439,ad,year_smart_kitchens_initiative_20241004,[]
124969,2024-11-06 10:34:07,https://our-cool-website.com/delete,12,557,organic,quarter_ecofriendly_kitchen_offer_20240512,"['submit', 3007]"
706897,2024-02-17 07:11:03,https://our-cool-website.com/wishlist,62,444,internal,quarter_spacesaving_kitchens_experience_20240804,[]
533455,2024-05-29 19:16:10,https://our-cool-website.com/best-sellers,67,738,internal,year_modern_kitchens_exhibit_20250117,[]
339661,2024-07-01 10:56:22,https://our-cool-website.com/products,99,958,internal,quarter_spacesaving_kitchens_demo_20240509,[]
406809,2024-11-28 14:55:59,https://our-cool-website.com/delete,67,348,organic,quarter_spacesaving_kitchen_exhibit_20241106,[]
819777,2024-07-30 12:15:16,https://our-cool-website.com/discount,46,718,direct,year_modern_kitchen_initiative_20250111,[]
813522,2024-03-11 15:11:53,https://our-cool-website.com/discount,36,256,internal,year_luxury_kitchens_innovation_20240409,[]
670618,2024-04-17 08:14:45,https://our-cool-website.com/customer-service,68,273,organic,year_openconcept_kitchens_demo_20240430,"['submit', 8533]"
409537,2024-05-19 19:12:50,https://our-cool-website.com/products,10,943,direct,month_custom_kitchens_experience_20240901,[]
663108,2024-05-01 09:01:35,https://our-cool-website.com/wishlist,52,197,organic,quarter_spacesaving_kitchen_exhibit_20241106,[]
117481,2024-08-31 09:38:30,https://our-cool-website.com/add,8,267,internal,month_custom_kitchens_show_20241205,[]
357660,2024-02-11 13:19:11,https://our-cool-website.com/sale,75,558,internal,year_luxury_kitchens_exhibit_20240420,"['submit', 7400]"
511693,2024-12-10 12:06:57,https://our-cool-website.com/contact,18,984,internal,month_smart_kitchens_launch_20240905,[]
600517,2024-06-29 10:43:10,https://our-cool-website.com/wishlist,85,721,organic,quarter_ecofriendly_kitchen_experience_20241111,[]
119851,2025-01-17 08:54:02,https://our-cool-website.com/discount,44,640,direct,month_contemporary_kitchens_show_20240612,"['submit', 8267]"
940021,2024-11-19 16:55:24,https://our-cool-website.com/top50,6,118,direct,year_luxury_kitchens_demo_20240703,[]
320391,2024-12-18 10:57:34,https://our-cool-website.com/home,77,798,organic,quarter_custom_kitchens_experience_20240527,[]
121744,2025-01-15 00:51:41,https://our-cool-website.com/customer-service,38,936,internal,month_smart_kitchens_showcase_20240918,"['submit', 3248]"
522204,2024-10-27 17:52:33,https://our-cool-website.com/about,95,956,organic,month_contemporary_kitchen_showcase_20240630,[]
908489,2024-07-23 15:43:33,https://our-cool-website.com/best-sellers,1,126,organic,month_spacesaving_kitchens_exhibit_20240621,"['submit', 4739]"
148380,2024-06-20 01:25:06,https://our-cool-website.com/return-policy,29,746,organic,month_smart_kitchens_event_20240614,[]
839731,2024-09-21 09:59:00,https://our-cool-website.com/add,22,488,organic,year_traditional_kitchens_showcase_20241018,"['submit', 592]"
457006,2024-11-29 21:07:15,https://our-cool-website.com/edit,70,889,organic,month_openconcept_kitchens_experience_20240930,"['submit', 2862]"
328774,2024-07-10 19:06:22,https://our-cool-website.com/view,47,717,organic,year_luxury_kitchens_show_20240411,"['submit', 2845]"
447228,2024-07-18 15:35:31,https://our-cool-website.com/view,93,273,direct,quarter_spacesaving_kitchens_innovation_20240212,"['submit', 5459]"
533796,2024-04-14 08:38:55,https://our-cool-website.com/add,47,555,internal,quarter_luxury_kitchen_presentation_20240215,[]
339601,2024-03-22 12:52:28,https://our-cool-website.com/delete,68,156,ad,year_luxury_kitchens_initiative_20240422,"['submit', 7344]"
848225,2024-11-10 11:04:33,https://our-cool-website.com/best-sellers,68,192,internal,year_traditional_kitchens_initiative_20250105,[]
984535,2024-07-19 11:02:46,https://our-cool-website.com/contact,65,107,internal,quarter_spacesaving_kitchens_experience_20240804,"['submit', 698]"
804418,2024-03-04 20:45:48,https://our-cool-website.com/reviews,62,749,organic,year_traditional_kitchens_showcase_20241018,[]
890818,2024-10-08 14:11:56,https://our-cool-website.com/reviews,59,394,organic,year_modern_kitchens_showcase_20241014,"['submit', 4807]"
186730,2024-10-22 04:13:07,https://our-cool-website.com/reviews,61,235,organic,quarter_spacesaving_kitchen_innovation_20241103,"['submit', 1806]"
813441,2024-10-12 10:39:54,https://our-cool-website.com/delete,24,840,ad,quarter_ecofriendly_kitchen_experience_20241119,[]
998687,2024-12-13 08:05:42,https://our-cool-website.com/return-policy,5,487,direct,month_openconcept_kitchens_experience_20240930,[]
492419,2024-06-25 14:32:14,https://our-cool-website.com/new-arrivals,89,678,internal,month_contemporary_kitchens_event_20241208,[]
867922,2024-07-21 13:25:35,https://our-cool-website.com/reviews,70,375,ad,month_smart_kitchens_event_20240614,"['submit', 643]"
882797,2024-11-27 08:25:26,https://our-cool-website.com/add,2,220,direct,month_smart_kitchen_innovation_20241202,"['submit', 4748]"
676366,2024-08-23 16:47:58,https://our-cool-website.com/discount,100,151,direct,year_luxury_kitchens_demo_20240703,"['submit', 4146]"
181480,2024-10-19 08:00:34,https://our-cool-website.com/customer-service,64,800,direct,year_traditional_kitchens_experience_20240715,"['submit', 2769]"
336203,2024-03-20 05:34:17,https://our-cool-website.com/return-policy,96,631,ad,quarter_modern_kitchens_expo_20241122,[]
478555,2024-09-15 08:47:14,https://our-cool-website.com/home,21,323,organic,year_luxury_kitchens_initiative_20240422,[]
699011,2024-04-08 01:50:56,https://our-cool-website.com/top50,15,859,direct,month_ecofriendly_kitchens_experience_20241219,[]
636904,2024-09-08 01:08:10,https://our-cool-website.com/contact,74,350,direct,quarter_ecofriendly_kitchen_experience_20241119,[]
718732,2024-10-26 00:23:30,https://our-cool-website.com/about,46,191,organic,year_luxury_kitchens_event_20250120,"['submit', 5251]"
825782,2024-08-03 01:13:05,https://our-cool-website.com/products,73,897,internal,year_traditional_kitchens_fair_20240415,"['submit', 4840]"
615624,2025-01-12 10:16:06,https://our-cool-website.com/settings,47,337,direct,year_modern_kitchens_demo_20240419,[]
519781,2024-06-10 07:42:18,https://our-cool-website.com/view,11,558,direct,quarter_custom_kitchen_exhibit_20241125,"['submit', 5026]"
218185,2024-05-15 16:51:07,https://our-cool-website.com/sale,75,110,direct,month_spacesaving_kitchens_exhibit_20240621,"['submit', 6102]"
965340,2024-11-18 14:29:37,https://our-cool-website.com/wishlist,66,531,ad,year_luxury_kitchens_exhibit_20240420,"['submit', 9218]"
428741,2024-09-18 13:32:34,https://our-cool-website.com/products,43,937,internal,month_contemporary_kitchens_promotion_20241215,"['submit', 3351]"
799592,2024-10-19 09:11:51,https://our-cool-website.com/delete,4,472,direct,year_traditional_kitchens_showcase_20241018,[]
484024,2024-06-04 19:13:43,https://our-cool-website.com/best-sellers,80,551,organic,year_traditional_kitchens_launch_20241012,"['submit', 3150]"
803256,2024-08-30 21:43:58,https://our-cool-website.com/about,30,805,internal,quarter_ecofriendly_kitchen_show_20240530,[]
350013,2024-08-29 22:26:15,https://our-cool-website.com/best-sellers,13,488,ad,month_openconcept_kitchens_initiative_20240328,"['submit', 9169]"
336168,2024-06-22 10:30:30,https://our-cool-website.com/top50,82,967,internal,month_ecofriendly_kitchens_launch_20240325,"['submit', 9339]"
687090,2024-03-03 19:25:13,https://our-cool-website.com/wishlist,90,223,organic,year_luxury_kitchens_fair_20240716,"['submit', 2200]"
887229,2024-12-25 17:00:10,https://our-cool-website.com/sale,98,448,direct,year_luxury_kitchens_expo_20250113,[]
142614,2024-08-07 12:46:57,https://our-cool-website.com/discount,85,983,direct,month_smart_kitchens_launch_20240330,[]
953560,2024-04-16 01:18:07,https://our-cool-website.com/edit,79,510,internal,year_traditional_kitchens_experience_20240715,"['submit', 2807]"
809771,2024-10-14 17:25:28,https://our-cool-website.com/view,61,522,internal,month_spacesaving_kitchens_exhibit_20240621,[]
506310,2024-05-11 07:10:35,https://our-cool-website.com/checkout,2,681,ad,month_contemporary_kitchens_exhibit_20240319,"['submit', 827]"
720296,2024-04-23 00:34:45,https://our-cool-website.com/new-arrivals,56,165,internal,quarter_modern_kitchens_innovation_20240812,[]
534604,2024-05-09 05:13:57,https://our-cool-website.com/delete,82,147,internal,month_spacesaving_kitchens_exhibit_20240621,"['submit', 9461]"
156592,2024-02-19 10:26:21,https://our-cool-website.com/best-sellers,21,518,internal,quarter_custom_kitchen_show_20240213,[]
462402,2024-06-06 07:39:22,https://our-cool-website.com/reviews,9,870,ad,month_contemporary_kitchens_promotion_20241215,[]
481855,2024-05-25 06:50:32,https://our-cool-website.com/top50,95,220,internal,quarter_custom_kitchen_exhibit_20241125,[]
166422,2025-01-11 21:23:35,https://our-cool-website.com/delete,100,145,ad,month_smart_kitchens_exhibit_20240625,[]
302435,2024-08-18 18:04:17,https://our-cool-website.com/new-arrivals,2,172,internal,month_openconcept_kitchens_promotion_20240628,[]
991347,2024-04-08 18:52:12,https://our-cool-website.com/settings,81,467,organic,year_contemporary_kitchen_experience_20240710,"['submit', 4484]"
351528,2024-08-08 12:29:17,https://our-cool-website.com/settings,37,272,organic,quarter_custom_kitchen_exhibit_20241125,[]
196084,2024-10-11 16:01:10,https://our-cool-website.com/contact,50,667,ad,quarter_custom_kitchens_experience_20240527,"['submit', 2502]"
573619,2024-12-20 01:27:43,https://our-cool-website.com/contact,68,617,organic,year_traditional_kitchens_initiative_20250105,[]
416090,2024-03-22 15:05:53,https://our-cool-website.com/wishlist,61,137,organic,month_contemporary_kitchens_event_20240920,[]
621834,2024-09-04 19:26:43,https://our-cool-website.com/delete,85,977,direct,quarter_custom_kitchen_exhibit_20241125,[]
512651,2024-05-05 10:45:23,https://our-cool-website.com/view,36,729,internal,month_smart_kitchen_innovation_20241202,"['submit', 5997]"
731181,2024-11-14 01:49:38,https://our-cool-website.com/featured,100,199,direct,year_modern_kitchen_experience_20240702,[]
398405,2024-10-11 13:32:29,https://our-cool-website.com/edit,47,725,organic,quarter_spacesaving_kitchen_experience_20240521,[]
868759,2024-12-22 08:45:02,https://our-cool-website.com/checkout,72,807,organic,year_traditional_kitchens_launch_20241012,"['submit', 1735]"
584745,2024-03-21 13:24:50,https://our-cool-website.com/customer-service,12,514,organic,year_luxury_kitchens_demo_20240703,[]
871126,2024-03-15 05:28:54,https://our-cool-website.com/products,23,226,ad,year_traditional_kitchens_launch_20240707,[]
899166,2024-09-26 12:49:43,https://our-cool-website.com/settings,70,189,organic,month_contemporary_kitchen_launch_20240322,[]
444363,2024-04-09 01:57:05,https://our-cool-website.com/about,8,412,internal,quarter_spacesaving_kitchens_experience_20240804,"['submit', 9343]"
370611,2024-08-27 13:03:40,https://our-cool-website.com/delete,41,146,ad,quarter_ecofriendly_kitchen_experience_20241111,[]
576612,2024-07-15 06:10:59,https://our-cool-website.com/products,28,419,direct,month_smart_kitchen_promotion_20240305,[]
411164,2024-09-07 20:25:24,https://our-cool-website.com/checkout,5,986,internal,month_openconcept_kitchens_promotion_20240628,"['submit', 1421]"
772252,2024-04-24 00:24:44,https://our-cool-website.com/customer-service,61,829,direct,quarter_spacesaving_kitchen_innovation_20241103,"['submit', 174]"
829925,2024-08-08 02:01:28,https://our-cool-website.com/checkout,82,306,direct,year_openconcept_kitchens_demo_20240430,[]
517997,2024-06-20 21:14:50,https://our-cool-website.com/edit,31,287,organic,year_modern_kitchens_demo_20240419,[]
782326,2024-01-07 02:54:56,https://our-cool-website.com/new-arrivals,86,605,organic,year_traditional_kitchens_experience_20240715,[]
279620,2024-04-26 03:45:53,https://our-cool-website.com/top50,76,261,ad,year_luxury_kitchens_innovation_20240409,[]
206779,2024-02-03 10:27:50,https://our-cool-website.com/settings,52,335,internal,quarter_spacesaving_kitchen_exhibit_20241106,"['submit', 6415]"
599956,2024-02-06 03:22:47,https://our-cool-website.com/best-sellers,48,923,ad,year_modern_kitchen_initiative_20250111,[]
822087,2024-11-15 22:17:06,https://our-cool-website.com/delete,41,222,ad,month_openconcept_kitchens_experience_20240930,"['submit', 2716]"
402633,2024-01-09 23:54:57,https://our-cool-website.com/add,76,915,organic,quarter_custom_kitchens_innovation_20240817,[]
358703,2024-04-30 16:42:02,https://our-cool-website.com/add,10,473,organic,year_modern_kitchens_demo_20240419,[]
379801,2024-05-23 17:04:29,https://our-cool-website.com/settings,50,157,organic,quarter_ecofriendly_kitchen_experience_20241111,"['submit', 1601]"
324056,2024-03-03 05:11:04,https://our-cool-website.com/return-policy,95,669,ad,year_smart_kitchens_event_20250102,"['submit', 4590]"
469422,2024-05-10 22:23:16,https://our-cool-website.com/new-arrivals,91,542,direct,month_contemporary_kitchens_show_20240612,[]
277161,2024-09-14 01:34:57,https://our-cool-website.com/best-sellers,100,299,direct,month_smart_kitchen_show_20240318,"['submit', 8115]"
218356,2024-10-21 22:02:11,https://our-cool-website.com/view,53,602,direct,year_modern_kitchens_showcase_20241014,"['submit', 1764]"
447176,2024-09-25 18:47:59,https://our-cool-website.com/sale,13,743,ad,year_contemporary_kitchen_experience_20240710,"['submit', 2297]"
562307,2024-03-29 20:07:20,https://our-cool-website.com/wishlist,63,429,ad,year_modern_kitchen_initiative_20240408,"['submit', 513]"
288505,2024-10-25 22:40:43,https://our-cool-website.com/discount,1,262,ad,quarter_spacesaving_kitchen_innovation_20240825,"['submit', 4005]"
991071,2025-01-11 01:20:53,https://our-cool-website.com/new-arrivals,14,983,direct,quarter_custom_kitchens_experience_20240527,[]
245812,2024-07-05 05:12:33,https://our-cool-website.com/add,20,550,ad,month_smart_kitchens_event_20240614,[]
187492,2024-12-29 06:21:58,https://our-cool-website.com/home,18,623,internal,month_spacesaving_kitchens_exhibit_20240621,[]
381451,2024-01-19 12:28:24,https://our-cool-website.com/top50,2,961,organic,year_openconcept_kitchens_demo_20240430,[]
317186,2024-01-25 15:58:18,https://our-cool-website.com/wishlist,90,398,ad,year_modern_kitchens_experience_20240712,[]
679878,2024-03-08 00:23:48,https://our-cool-website.com/best-sellers,28,833,direct,month_contemporary_kitchen_launch_20240322,"['submit', 6547]"
730610,2024-06-12 02:44:33,https://our-cool-website.com/new-arrivals,24,432,direct,quarter_custom_kitchen_exhibit_20241125,[]
463420,2024-03-08 04:35:58,https://our-cool-website.com/view,77,479,ad,month_openconcept_kitchens_showcase_20241204,[]
463419,2024-07-18 12:05:05,https://our-cool-website.com/add,68,130,direct,month_openconcept_kitchens_launch_20240611,[]
797562,2024-12-03 15:57:33,https://our-cool-website.com/view,24,174,ad,quarter_custom_kitchen_showcase_20240503,[]
739390,2024-07-17 12:10:53,https://our-cool-website.com/delete,72,814,direct,quarter_custom_kitchen_show_20240213,[]
665298,2024-05-29 17:22:58,https://our-cool-website.com/checkout,96,959,ad,year_smart_kitchens_initiative_20241004,"['submit', 4940]"
547239,2024-10-08 03:42:07,https://our-cool-website.com/delete,49,609,organic,month_smart_kitchen_show_20240318,[]
158526,2024-10-21 19:57:50,https://our-cool-website.com/return-policy,91,273,direct,month_smart_kitchens_launch_20240905,[]
905605,2024-07-03 20:43:39,https://our-cool-website.com/settings,77,735,internal,month_contemporary_kitchens_collection_20240914,[]
575469,2024-04-23 03:23:11,https://our-cool-website.com/discount,72,917,internal,quarter_spacesaving_kitchen_experience_20240521,[]
535228,2025-01-06 14:11:37,https://our-cool-website.com/add,94,644,direct,quarter_spacesaving_kitchens_experience_20240804,[]
211260,2024-07-24 00:44:32,https://our-cool-website.com/checkout,30,281,organic,quarter_spacesaving_kitchen_showcase_20240228,"['submit', 6924]"
356587,2024-04-01 03:44:05,https://our-cool-website.com/sale,83,188,internal,year_traditional_kitchens_fair_20240415,"['submit', 9281]"
354696,2024-06-07 22:13:39,https://our-cool-website.com/add,98,905,direct,year_luxury_kitchens_fair_20240716,[]
643287,2025-01-07 15:50:30,https://our-cool-website.com/customer-service,59,990,direct,quarter_spacesaving_kitchens_innovation_20240212,[]
317956,2024-07-12 01:03:57,https://our-cool-website.com/return-policy,96,707,direct,quarter_ecofriendly_kitchen_show_20240530,[]
861673,2024-12-06 11:07:14,https://our-cool-website.com/edit,78,531,internal,month_contemporary_kitchens_initiative_20240928,"['submit', 5741]"
603968,2024-12-09 07:56:49,https://our-cool-website.com/about,46,340,internal,month_openconcept_kitchens_launch_20240611,[]
843125,2024-12-22 17:17:41,https://our-cool-website.com/contact,62,111,direct,year_modern_kitchens_fair_20241003,[]
870678,2025-01-15 10:32:25,https://our-cool-website.com/edit,59,187,ad,quarter_custom_kitchens_event_20240223,[]
691407,2024-02-25 04:58:40,https://our-cool-website.com/sale,48,516,internal,month_openconcept_kitchens_launch_20240611,[]
894547,2024-06-23 21:00:09,https://our-cool-website.com/new-arrivals,92,446,organic,year_modern_kitchens_fair_20241003,"['submit', 5228]"
320720,2024-09-29 08:45:29,https://our-cool-website.com/home,88,709,direct,year_traditional_kitchens_initiative_20250105,"['submit', 9035]"
965614,2024-09-30 08:17:54,https://our-cool-website.com/best-sellers,87,163,direct,year_modern_kitchens_exhibit_20250117,"['submit', 3233]"
284022,2024-07-23 09:21:47,https://our-cool-website.com/customer-service,25,935,internal,year_luxury_kitchens_initiative_20240422,[]
136819,2024-02-27 18:16:10,https://our-cool-website.com/edit,90,436,ad,quarter_spacesaving_kitchen_innovation_20241103,[]
898652,2024-07-17 00:53:08,https://our-cool-website.com/featured,31,183,direct,month_contemporary_kitchens_collection_20240914,"['submit', 5838]"
291425,2024-03-29 21:06:41,https://our-cool-website.com/checkout,73,503,organic,year_modern_kitchen_innovation_20250107,"['submit', 171]"
840402,2024-03-03 12:00:03,https://our-cool-website.com/contact,83,753,ad,month_smart_kitchens_exhibit_20240625,[]
707057,2024-10-24 21:51:21,https://our-cool-website.com/checkout,7,797,ad,quarter_spacesaving_kitchen_experience_20240521,[]
961903,2024-03-30 08:52:51,https://our-cool-website.com/contact,51,793,internal,year_luxury_kitchens_initiative_20241029,"['submit', 9141]"
190014,2024-06-03 12:54:17,https://our-cool-website.com/about,3,859,ad,month_smart_kitchen_promotion_20240305,[]
833232,2025-01-09 22:20:03,https://our-cool-website.com/edit,28,421,organic,quarter_custom_kitchens_showcase_20240210,[]
797977,2024-11-16 06:32:07,https://our-cool-website.com/settings,86,300,direct,month_contemporary_kitchens_promotion_20241215,"['submit', 749]"
136192,2024-04-30 09:07:41,https://our-cool-website.com/about,92,377,internal,quarter_ecofriendly_kitchens_launch_20240205,[]
829449,2025-01-23 13:35:01,https://our-cool-website.com/new-arrivals,72,810,internal,month_openconcept_kitchens_event_20240618,"['submit', 7554]"
899119,2024-01-13 05:24:29,https://our-cool-website.com/customer-service,68,299,internal,month_smart_kitchens_launch_20240330,[]
862202,2024-02-20 08:09:47,https://our-cool-website.com/about,68,656,internal,month_ecofriendly_kitchens_launch_20240325,[]
100366,2024-08-24 18:52:14,https://our-cool-website.com/settings,3,795,organic,quarter_custom_kitchens_event_20240223,[]
215597,2024-09-09 19:24:36,https://our-cool-website.com/top50,48,591,internal,year_modern_kitchens_showcase_20241014,"['submit', 4618]"
221905,2024-05-21 11:57:25,https://our-cool-website.com/new-arrivals,20,295,ad,quarter_spacesaving_kitchens_showcase_20240809,[]
896732,2024-01-03 14:44:40,https://our-cool-website.com/featured,6,640,direct,quarter_custom_kitchens_event_20240223,[]
853201,2024-01-30 20:19:57,https://our-cool-website.com/delete,1,636,direct,year_luxury_kitchens_initiative_20240422,"['submit', 506]"
781465,2024-03-23 03:50:18,https://our-cool-website.com/settings,67,137,ad,year_luxury_kitchens_initiative_20241029,[]
440123,2024-06-21 08:48:02,https://our-cool-website.com/reviews,47,518,organic,month_contemporary_kitchens_show_20240612,[]
667695,2024-01-06 12:12:49,https://our-cool-website.com/checkout,88,316,ad,quarter_ecofriendly_kitchen_offer_20240512,[]
165809,2024-10-17 06:36:30,https://our-cool-website.com/contact,50,531,ad,quarter_custom_kitchen_initiative_20241102,"['submit', 8743]"
585650,2024-12-04 14:47:21,https://our-cool-website.com/sale,54,680,organic,year_traditional_kitchens_demo_20240725,[]
662268,2024-05-14 05:51:22,https://our-cool-website.com/settings,53,410,ad,month_smart_kitchens_launch_20240330,[]
446428,2024-03-20 14:04:46,https://our-cool-website.com/home,11,223,ad,year_modern_kitchen_initiative_20250111,"['submit', 6647]"
918581,2024-06-21 15:17:14,https://our-cool-website.com/home,52,512,internal,quarter_ecofriendly_kitchens_demo_20240514,"['submit', 6412]"
891895,2024-03-12 11:11:32,https://our-cool-website.com/about,10,676,ad,month_contemporary_kitchen_launch_20240322,[]
275674,2024-01-05 23:48:57,https://our-cool-website.com/settings,66,467,ad,year_smart_kitchens_initiative_20241004,"['submit', 90]"
797359,2024-03-29 13:34:18,https://our-cool-website.com/sale,61,118,ad,quarter_spacesaving_kitchen_exhibit_20241106,"['submit', 4686]"
113114,2024-06-28 10:43:14,https://our-cool-website.com/sale,98,560,ad,month_spacesaving_kitchens_exhibit_20240621,"['submit', 8880]"
640553,2024-07-06 05:50:17,https://our-cool-website.com/home,23,788,direct,year_kitchen_design_initiative_20241030,[]
646043,2025-01-02 01:41:04,https://our-cool-website.com/new-arrivals,20,762,ad,month_smart_kitchen_show_20240318,[]
598736,2024-04-25 21:53:34,https://our-cool-website.com/best-sellers,87,235,ad,month_contemporary_kitchens_initiative_20240928,[]
840838,2024-08-06 14:27:29,https://our-cool-website.com/contact,85,922,direct,year_luxury_kitchens_show_20241001,"['submit', 9788]"
467579,2024-08-25 14:09:19,https://our-cool-website.com/view,75,543,ad,quarter_spacesaving_kitchens_showcase_20240809,"['submit', 5741]"
388092,2024-07-16 21:23:00,https://our-cool-website.com/home,76,105,organic,month_smart_kitchens_showcase_20240918,"['submit', 2184]"
477056,2025-01-23 23:56:20,https://our-cool-website.com/view,64,848,organic,year_luxury_kitchens_event_20250120,[]
311585,2024-05-24 00:02:30,https://our-cool-website.com/reviews,29,782,direct,month_smart_kitchens_showcase_20240918,[]
135569,2024-01-31 11:32:53,https://our-cool-website.com/home,12,614,direct,year_contemporary_kitchen_experience_20240710,[]
147286,2024-03-29 17:19:06,https://our-cool-website.com/reviews,43,706,organic,quarter_custom_kitchens_experience_20240222,[]
