date,campaign_id,costs,clicks,views
2024-02-16,100,423.96,67,171
2024-02-17,1,531.85,11,86
2024-02-17,2,397.8,6,938
2024-02-17,3,422.67,23,408
2024-02-17,4,69.02,32,993
2024-02-17,5,452.05,3,864
2024-02-17,6,342.67,85,307
2024-02-17,7,849.19,44,433
2024-02-17,8,376.63,90,909
2024-02-17,9,718.54,41,253
2024-02-17,10,586.31,22,473
2024-02-17,11,404.47,1,284
2024-02-17,12,374.92,79,882
2024-02-17,13,283.64,32,766
2024-02-17,14,927.35,88,457
2024-02-17,15,72.95,14,762
2024-02-17,16,754.79,7,133
2024-02-17,17,424.07,50,700
2024-02-17,18,974.87,2,448
2024-02-17,19,357.63,38,35
2024-02-17,20,107.95,26,740
2024-02-17,21,932.83,17,673
2024-02-17,22,178.1,16,640
2024-02-17,23,577.46,26,278
2024-02-17,24,333.97,50,847
2024-02-17,25,306.17,15,766
2024-02-17,26,777.36,83,561
2024-02-17,27,201.79,74,167
2024-02-17,28,2.0,18,279
2024-02-17,29,974.43,93,95
2024-02-17,30,839.69,94,637
2024-02-17,31,585.19,22,172
2024-02-17,32,842.42,56,433
2024-02-17,33,531.05,60,659
2024-02-17,34,951.15,80,832
2024-02-17,35,132.09,77,642
2024-02-17,36,773.48,25,91
2024-02-17,37,33.33,79,350
2024-02-17,38,651.42,10,994
2024-02-17,39,137.39,4,481
2024-02-17,40,497.52,24,272
2024-02-17,41,198.87,5,487
2024-02-17,42,257.11,29,101
2024-02-17,43,972.82,88,142
2024-02-17,44,514.62,35,908
2024-02-17,45,716.76,4,532
2024-02-17,46,234.3,37,41
2024-02-17,47,370.46,72,217
2024-02-17,48,279.2,62,120
2024-02-17,49,519.93,55,903
2024-02-17,50,43.84,83,968
2024-02-17,51,197.03,64,872
2024-02-17,52,93.91,1,524
2024-02-17,53,783.35,19,245
2024-02-17,54,361.26,83,781
2024-02-17,55,262.54,60,62
2024-02-17,56,970.33,64,362
2024-02-17,57,964.52,42,178
2024-02-17,58,900.09,98,804
2024-02-17,59,320.16,54,474
2024-02-17,60,929.29,59,525
2024-02-17,61,851.85,64,998
2024-02-17,62,516.18,98,305
2024-02-17,63,185.6,60,892
2024-02-17,64,755.58,99,34
2024-02-17,65,537.7,23,848
2024-02-17,66,422.96,48,119
2024-02-17,67,942.92,70,784
2024-02-17,68,657.16,35,488
2024-02-17,69,450.89,28,204
2024-02-17,70,215.57,81,14
2024-02-17,71,783.25,15,517
2024-02-17,72,990.01,19,595
2024-02-17,73,104.37,5,704
2024-02-17,74,70.57,70,262
2024-02-17,75,581.77,9,624
2024-02-17,76,441.23,8,444
2024-02-17,77,305.19,83,364
2024-02-17,78,638.03,70,0
2024-02-17,79,465.48,21,141
2024-02-17,80,871.26,96,690
2024-02-17,81,795.23,76,432
2024-02-17,82,542.19,43,782
2024-02-17,83,401.77,52,267
2024-02-17,84,680.39,52,599
2024-02-17,85,466.46,19,994
2024-02-17,86,319.32,20,445
2024-02-17,87,763.36,93,384
2024-02-17,88,708.63,31,612
2024-02-17,89,688.19,30,589
2024-02-17,90,417.73,38,961
2024-02-17,91,140.37,7,107
2024-02-17,92,907.58,51,166
2024-02-17,93,628.49,46,145
2024-02-17,94,783.57,96,334
2024-02-17,95,496.76,30,956
2024-02-17,96,57.67,33,678
2024-02-17,97,941.63,44,783
2024-02-17,98,164.46,17,880
2024-02-17,99,547.46,17,27
2024-02-17,100,774.76,1,358
2024-02-18,1,598.63,37,188
2024-02-18,2,535.62,11,160
2024-02-18,3,839.12,57,944
2024-02-18,4,853.07,10,8
2024-02-18,5,700.72,80,15
2024-02-18,6,873.78,77,952
2024-02-18,7,226.02,58,670
2024-02-18,8,330.07,9,993
2024-02-18,9,800.97,80,894
2024-02-18,10,565.04,44,784
2024-02-18,11,640.21,66,925
2024-02-18,12,732.63,88,150
2024-02-18,13,719.39,74,276
2024-02-18,14,145.41,73,852
2024-02-18,15,337.35,1,902
2024-02-18,16,383.84,88,6
2024-02-18,17,640.74,44,655
2024-02-18,18,555.07,65,395
2024-02-18,19,541.84,67,314
2024-02-18,20,711.87,55,920
2024-02-18,21,74.85,21,685
2024-02-18,22,503.83,97,519
2024-02-18,23,382.21,87,539
2024-02-18,24,14.76,18,204
2024-02-18,25,270.59,0,998
2024-02-18,26,365.66,32,893
2024-02-18,27,294.75,8,390
2024-02-18,28,87.99,56,868
2024-02-18,29,789.72,45,928
2024-02-18,30,652.67,14,985
2024-02-18,31,855.52,21,745
2024-02-18,32,301.67,92,695
2024-02-18,33,80.87,24,223
2024-02-18,34,677.0,96,932
2024-02-18,35,615.81,14,702
2024-02-18,36,108.54,98,998
2024-02-18,37,649.83,81,243
2024-02-18,38,881.73,68,897
2024-02-18,39,527.85,18,323
2024-02-18,40,777.07,33,100
2024-02-18,41,390.12,70,691
2024-02-18,42,162.31,54,180
2024-02-18,43,977.21,90,118
2024-02-18,44,145.93,48,221
2024-02-18,45,753.63,31,393
2024-02-18,46,84.74,98,278
2024-02-18,47,100.26,67,308
2024-02-18,48,289.42,47,165
2024-02-18,49,834.11,37,280
2024-02-18,50,108.66,21,548
2024-02-18,51,717.4,72,291
2024-02-18,52,411.9,20,341
2024-02-18,53,473.4,84,19
2024-02-18,54,495.63,25,481
2024-02-18,55,592.44,36,637
2024-02-18,56,158.15,55,634
2024-02-18,57,291.46,82,569
2024-02-18,58,710.83,84,52
2024-02-18,59,630.08,14,697
2024-02-18,60,5.65,53,173
2024-02-18,61,566.29,50,218
2024-02-18,62,86.41,61,137
2024-02-18,63,725.31,31,4
2024-02-18,64,255.13,82,426
2024-02-18,65,298.11,40,658
2024-02-18,66,242.89,19,2
2024-02-18,67,552.05,90,764
2024-02-18,68,381.91,83,3
2024-02-18,69,102.97,67,21
2024-02-18,70,253.46,74,114
2024-02-18,71,991.69,66,38
2024-02-18,72,49.39,70,753
2024-02-18,73,711.11,5,60
2024-02-18,74,882.9,27,554
2024-02-18,75,697.71,87,596
2024-02-18,76,136.16,29,248
2024-02-18,77,950.75,51,562
2024-02-18,78,177.9,50,771
2024-02-18,79,346.05,71,215
2024-02-18,80,491.54,54,303
2024-02-18,81,225.59,98,236
2024-02-18,82,295.56,72,515
2024-02-18,83,655.14,46,350
2024-02-18,84,547.51,71,443
2024-02-18,85,323.86,86,96
2024-02-18,86,736.54,69,36
2024-02-18,87,355.95,45,303
2024-02-18,88,252.98,25,102
2024-02-18,89,366.06,33,333
2024-02-18,90,763.41,49,179
2024-02-18,91,186.68,53,762
2024-02-18,92,16.05,16,909
2024-02-18,93,643.74,68,961
2024-02-18,94,261.54,59,382
2024-02-18,95,825.31,78,627
2024-02-18,96,750.21,19,986
2024-02-18,97,288.38,80,995
2024-02-18,98,693.9,57,116
2024-02-18,99,555.53,75,699
2024-02-18,100,356.31,0,610
2024-02-19,1,936.03,5,161
2024-02-19,2,288.05,48,491
2024-02-19,3,513.2,51,785
2024-02-19,4,283.49,77,636
2024-02-19,5,85.26,17,288
2024-02-19,6,732.53,30,188
2024-02-19,7,736.73,82,301
2024-02-19,8,817.01,61,293
2024-02-19,9,721.33,66,361
2024-02-19,10,710.87,68,722
2024-02-19,11,57.43,6,474
2024-02-19,12,809.59,91,516
2024-02-19,13,148.35,86,544
2024-02-19,14,289.45,72,198
2024-02-19,15,832.39,72,78
2024-02-19,16,486.97,86,306
2024-02-19,17,471.03,0,74
2024-02-19,18,207.08,84,834
2024-02-19,19,698.87,78,750
2024-02-19,20,365.99,54,178
2024-02-19,21,423.78,6,345
2024-02-19,22,266.07,57,294
2024-02-19,23,561.57,61,636
2024-02-19,24,771.94,7,195
2024-02-19,25,419.22,22,674
2024-02-19,26,348.87,77,892
2024-02-19,27,270.47,53,930
2024-02-19,28,970.06,69,467
2024-02-19,29,865.51,48,54
2024-02-19,30,346.47,34,785
2024-02-19,31,673.03,61,720
2024-02-19,32,544.39,61,316
2024-02-19,33,474.16,72,842
2024-02-19,34,382.17,64,481
2024-02-19,35,718.25,15,111
2024-02-19,36,515.98,74,846
2024-02-19,37,457.97,86,191
2024-02-19,38,993.54,15,607
2024-02-19,39,427.54,84,785
2024-02-19,40,715.44,51,208
2024-02-19,41,893.39,7,546
2024-02-19,42,57.2,90,439
2024-02-19,43,889.65,13,610
2024-02-19,44,316.0,66,748
2024-02-19,45,654.71,57,575
2024-02-19,46,633.08,19,157
2024-02-19,47,110.95,94,676
2024-02-19,48,893.55,2,401
2024-02-19,49,391.03,9,510
2024-02-19,50,575.17,12,616
2024-02-19,51,163.66,42,652
2024-02-19,52,213.72,56,743
2024-02-19,53,795.03,17,91
2024-02-19,54,869.62,90,231
2024-02-19,55,790.05,41,256
2024-02-19,56,453.91,81,480
2024-02-19,57,567.53,38,768
2024-02-19,58,411.52,71,131
2024-02-19,59,736.25,36,969
2024-02-19,60,707.63,71,922
2024-02-19,61,6.29,90,94
2024-02-19,62,680.78,20,565
2024-02-19,63,433.69,61,629
2024-02-19,64,653.87,12,908
2024-02-19,65,663.79,58,840
2024-02-19,66,507.23,79,402
2024-02-19,67,482.4,80,313
2024-02-19,68,762.63,96,890
2024-02-19,69,138.72,25,596
2024-02-19,70,460.26,74,28
2024-02-19,71,33.57,26,302
2024-02-19,72,478.75,92,956
2024-02-19,73,687.67,57,625
2024-02-19,74,740.22,96,980
2024-02-19,75,919.43,98,2
2024-02-19,76,421.67,43,414
2024-02-19,77,807.56,88,591
2024-02-19,78,125.89,68,992
2024-02-19,79,290.03,38,831
2024-02-19,80,113.54,20,501
2024-02-19,81,408.74,49,265
2024-02-19,82,19.95,9,746
2024-02-19,83,871.68,19,318
2024-02-19,84,35.57,28,482
2024-02-19,85,726.73,81,71
2024-02-19,86,964.17,97,226
2024-02-19,87,156.54,64,914
2024-02-19,88,602.95,93,916
2024-02-19,89,324.46,9,249
2024-02-19,90,496.61,9,309
2024-02-19,91,893.83,32,346
2024-02-19,92,936.04,83,47
2024-02-19,93,33.71,44,142
2024-02-19,94,485.78,50,825
2024-02-19,95,399.14,21,769
2024-02-19,96,360.98,30,39
2024-02-19,97,527.42,34,297
2024-02-19,98,565.23,54,256
2024-02-19,99,958.01,56,413
2024-02-19,100,726.11,41,444
2024-02-20,1,6.6,19,81
2024-02-20,2,440.9,78,650
2024-02-20,3,878.86,22,758
2024-02-20,4,469.37,98,754
2024-02-20,5,882.06,81,995
2024-02-20,6,803.28,96,43
2024-02-20,7,166.78,22,202
2024-02-20,8,241.53,29,401
2024-02-20,9,383.54,88,90
2024-02-20,10,964.26,62,227
2024-02-20,11,780.03,33,898
2024-02-20,12,966.91,62,469
2024-02-20,13,702.56,51,276
2024-02-20,14,66.29,4,301
2024-02-20,15,952.27,11,965
2024-02-20,16,175.08,76,260
2024-02-20,17,305.0,79,574
2024-02-20,18,719.84,94,459
2024-02-20,19,620.79,15,142
2024-02-20,20,68.1,76,344
2024-02-20,21,229.73,80,195
2024-02-20,22,767.83,82,153
2024-02-20,23,264.04,40,891
2024-02-20,24,801.79,39,481
2024-02-20,25,452.89,48,227
2024-02-20,26,841.09,17,248
2024-02-20,27,4.14,84,370
2024-02-20,28,480.61,22,368
2024-02-20,29,814.81,3,704
2024-02-20,30,807.38,97,797
2024-02-20,31,687.03,82,814
2024-02-20,32,674.59,14,639
2024-02-20,33,762.62,74,227
2024-02-20,34,390.07,6,986
2024-02-20,35,895.44,38,620
2024-02-20,36,35.54,94,9
2024-02-20,37,949.67,15,986
2024-02-20,38,328.71,3,228
2024-02-20,39,267.86,67,36
2024-02-20,40,616.44,53,119
2024-02-20,41,0.34,67,791
2024-02-20,42,313.87,93,932
2024-02-20,43,31.03,94,818
2024-02-20,44,979.61,92,78
2024-02-20,45,711.33,32,27
2024-02-20,46,838.13,26,413
2024-02-20,47,297.22,25,606
2024-02-20,48,975.11,67,13
2024-02-20,49,969.74,98,373
2024-02-20,50,303.57,10,385
2024-02-20,51,837.85,54,895
2024-02-20,52,117.35,42,905
2024-02-20,53,465.79,66,295
2024-02-20,54,45.75,36,693
2024-02-20,55,740.7,11,429
2024-02-20,56,905.85,43,266
2024-02-20,57,906.23,70,163
2024-02-20,58,6.23,16,813
2024-02-20,59,802.7,1,516
2024-02-20,60,860.71,12,561
2024-02-20,61,168.02,80,238
2024-02-20,62,86.36,1,807
2024-02-20,63,460.06,19,239
2024-02-20,64,515.41,96,601
2024-02-20,65,235.01,30,936
2024-02-20,66,98.41,24,795
2024-02-20,67,158.95,76,622
2024-02-20,68,637.1,83,358
2024-02-20,69,550.86,28,542
2024-02-20,70,82.85,61,871
2024-02-20,71,344.36,4,105
2024-02-20,72,221.63,18,442
2024-02-20,73,78.45,15,459
2024-02-20,74,240.24,7,943
2024-02-20,75,335.58,82,160
2024-02-20,76,589.72,15,842
2024-02-20,77,690.31,38,752
2024-02-20,78,352.78,58,77
2024-02-20,79,153.86,87,581
2024-02-20,80,701.06,74,907
2024-02-20,81,401.0,8,12
2024-02-20,82,280.47,74,67
2024-02-20,83,566.35,20,174
2024-02-20,84,133.73,61,635
2024-02-20,85,968.48,17,327
2024-02-20,86,484.51,6,746
2024-02-20,87,507.74,72,17
2024-02-20,88,741.31,47,616
2024-02-20,89,315.28,99,890
2024-02-20,90,267.7,37,769
2024-02-20,91,586.98,56,47
2024-02-20,92,275.59,77,214
2024-02-20,93,352.94,54,814
2024-02-20,94,287.0,33,467
2024-02-20,95,602.56,75,923
2024-02-20,96,343.63,75,630
2024-02-20,97,750.9,14,388
2024-02-20,98,180.59,20,318
2024-02-20,99,773.43,78,7
2024-02-20,100,586.48,16,140
2024-02-21,1,205.17,1,63
2024-02-21,2,389.73,56,494
2024-02-21,3,624.13,44,903
2024-02-21,4,394.27,65,682
2024-02-21,5,607.36,54,908
2024-02-21,6,212.73,19,916
2024-02-21,7,715.34,44,144
2024-02-21,8,603.08,20,928
2024-02-21,9,440.56,36,561
2024-02-21,10,884.81,76,40
2024-02-21,11,379.9,46,398
2024-02-21,12,634.14,13,361
2024-02-21,13,506.49,92,20
2024-02-21,14,601.24,90,279
2024-02-21,15,673.91,5,7
2024-02-21,16,379.67,9,379
2024-02-21,17,424.42,89,436
2024-02-21,18,215.84,82,696
2024-02-21,19,687.21,99,746
2024-02-21,20,94.14,71,246
2024-02-21,21,394.64,69,824
2024-02-21,22,252.94,70,455
2024-02-21,23,422.77,84,556
2024-02-21,24,6.16,56,872
2024-02-21,25,158.76,23,479
2024-02-21,26,732.22,20,798
2024-02-21,27,45.46,56,891
2024-02-21,28,40.18,38,776
2024-02-21,29,630.93,66,360
2024-02-21,30,547.58,24,249
2024-02-21,31,576.98,23,31
2024-02-21,32,937.78,40,721
2024-02-21,33,629.12,49,740
2024-02-21,34,595.1,42,850
2024-02-21,35,669.48,40,321
2024-02-21,36,189.08,76,229
2024-02-21,37,565.99,98,177
2024-02-21,38,815.29,19,220
2024-02-21,39,854.23,75,99
2024-02-21,40,307.78,3,310
2024-02-21,41,163.44,84,773
2024-02-21,42,122.01,24,658
2024-02-21,43,490.16,60,952
2024-02-21,44,992.55,8,123
2024-02-21,45,182.08,41,736
2024-02-21,46,44.28,30,333
2024-02-21,47,984.33,96,875
2024-02-21,48,896.0,30,950
2024-02-21,49,662.17,92,630
2024-02-21,50,214.71,5,890
2024-02-21,51,147.91,86,663
2024-02-21,52,443.33,74,175
2024-02-21,53,49.27,32,205
2024-02-21,54,319.55,4,59
2024-02-21,55,258.68,11,663
2024-02-21,56,925.37,21,771
2024-02-21,57,278.95,56,840
2024-02-21,58,666.06,67,976
2024-02-21,59,274.57,54,497
2024-02-21,60,661.39,40,852
2024-02-21,61,990.79,26,486
2024-02-21,62,422.41,47,772
2024-02-21,63,846.59,2,973
2024-02-21,64,749.83,67,308
2024-02-21,65,34.81,2,492
2024-02-21,66,448.13,51,900
2024-02-21,67,128.34,7,158
2024-02-21,68,201.07,65,511
2024-02-21,69,606.43,5,618
2024-02-21,70,27.32,75,900
2024-02-21,71,775.64,96,275
2024-02-21,72,897.75,98,980
2024-02-21,73,580.07,22,629
2024-02-21,74,727.42,60,743
2024-02-21,75,708.06,64,768
2024-02-21,76,586.74,47,777
2024-02-21,77,298.55,4,745
2024-02-21,78,0.39,98,851
2024-02-21,79,803.71,90,709
2024-02-21,80,284.61,17,528
2024-02-21,81,526.88,8,822
2024-02-21,82,42.66,17,247
2024-02-21,83,7.29,88,112
2024-02-21,84,20.03,68,735
2024-02-21,85,324.79,75,749
2024-02-21,86,224.94,36,644
2024-02-21,87,310.08,32,947
2024-02-21,88,458.86,8,190
2024-02-21,89,160.54,33,698
2024-02-21,90,12.4,36,590
2024-02-21,91,226.09,43,331
2024-02-21,92,646.51,83,7
2024-02-21,93,597.38,23,252
2024-02-21,94,798.2,68,309
2024-02-21,95,486.98,77,895
2024-02-21,96,970.78,1,573
2024-02-21,97,146.22,40,958
2024-02-21,98,162.44,86,434
2024-02-21,99,873.36,23,308
2024-02-21,100,829.11,11,551
2024-02-22,1,329.78,38,770
2024-02-22,2,702.31,81,120
2024-02-22,3,232.82,85,636
2024-02-22,4,495.44,34,917
2024-02-22,5,53.35,12,823
2024-02-22,6,511.49,77,74
2024-02-22,7,607.18,96,340
2024-02-22,8,762.62,60,250
2024-02-22,9,576.24,2,778
2024-02-22,10,946.52,33,387
2024-02-22,11,766.29,83,721
2024-02-22,12,356.59,73,255
2024-02-22,13,766.7,60,369
2024-02-22,14,415.09,63,793
2024-02-22,15,355.81,48,605
2024-02-22,16,174.94,83,565
2024-02-22,17,572.9,54,696
2024-02-22,18,419.54,58,850
2024-02-22,19,869.06,67,784
2024-02-22,20,200.08,26,28
2024-02-22,21,538.85,14,694
2024-02-22,22,435.46,37,303
2024-02-22,23,734.31,74,308
2024-02-22,24,218.44,65,423
2024-02-22,25,921.79,42,675
2024-02-22,26,292.44,1,558
2024-02-22,27,693.05,35,611
2024-02-22,28,481.5,50,886
2024-02-22,29,397.05,40,650
2024-02-22,30,502.81,18,133
2024-02-22,31,438.25,22,482
2024-02-22,32,573.8,27,793
2024-02-22,33,285.47,46,31
2024-02-22,34,419.08,47,817
2024-02-22,35,632.58,95,113
2024-02-22,36,283.37,78,222
2024-02-22,37,645.21,30,350
2024-02-22,38,249.94,85,144
2024-02-22,39,882.28,27,652
2024-02-22,40,700.06,77,915
2024-02-22,41,507.36,59,382
2024-02-22,42,101.85,23,520
2024-02-22,43,518.43,56,559
2024-02-22,44,14.83,16,483
2024-02-22,45,811.6,76,168
2024-02-22,46,194.48,83,715
2024-02-22,47,528.82,76,458
2024-02-22,48,29.77,40,536
2024-02-22,49,775.61,13,996
2024-02-22,50,810.49,45,674
2024-02-22,51,512.15,46,751
2024-02-22,52,151.46,37,960
2024-02-22,53,502.47,38,641
2024-02-22,54,826.62,53,200
2024-02-22,55,826.16,5,828
2024-02-22,56,768.07,1,95
2024-02-22,57,433.77,95,819
2024-02-22,58,843.48,74,954
2024-02-22,59,455.35,24,992
2024-02-22,60,775.83,41,352
2024-02-22,61,815.45,75,847
2024-02-22,62,494.97,89,946
2024-02-22,63,749.41,48,498
2024-02-22,64,701.78,39,331
2024-02-22,65,642.16,45,871
2024-02-22,66,704.89,10,360
2024-02-22,67,238.12,67,245
2024-02-22,68,719.09,47,522
2024-02-22,69,626.96,91,798
2024-02-22,70,768.15,72,175
2024-02-22,71,710.61,9,561
2024-02-22,72,725.22,54,71
2024-02-22,73,522.34,42,868
2024-02-22,74,311.13,92,669
2024-02-22,75,940.86,43,817
2024-02-22,76,140.64,12,609
2024-02-22,77,207.7,45,992
2024-02-22,78,288.73,95,636
2024-02-22,79,309.3,32,793
2024-02-22,80,461.39,18,306
2024-02-22,81,122.13,1,721
2024-02-22,82,905.3,21,940
2024-02-22,83,898.91,85,834
2024-02-22,84,694.17,13,198
2024-02-22,85,671.51,5,357
2024-02-22,86,978.03,56,296
2024-02-22,87,534.74,67,22
2024-02-22,88,960.62,25,821
2024-02-22,89,337.63,61,221
2024-02-22,90,362.32,27,21
2024-02-22,91,423.76,62,527
2024-02-22,92,850.22,59,282
2024-02-22,93,149.97,14,926
2024-02-22,94,835.77,3,857
2024-02-22,95,308.16,5,546
2024-02-22,96,237.15,48,47
2024-02-22,97,774.04,33,342
2024-02-22,98,40.67,13,125
2024-02-22,99,478.77,88,451
2024-02-22,100,823.03,42,259
2024-02-23,1,926.65,78,619
2024-02-23,2,303.5,84,727
2024-02-23,3,812.01,33,520
2024-02-23,4,83.43,92,185
2024-02-23,5,47.74,99,237
2024-02-23,6,1.96,96,817
2024-02-23,7,962.57,69,702
2024-02-23,8,331.95,73,763
2024-02-23,9,356.76,31,922
2024-02-23,10,561.84,23,186
2024-02-23,11,66.05,96,989
2024-02-23,12,334.27,46,688
2024-02-23,13,207.67,65,451
2024-02-23,14,266.28,98,605
2024-02-23,15,903.8,25,499
2024-02-23,16,15.64,59,49
2024-02-23,17,476.58,26,301
2024-02-23,18,724.71,39,442
2024-02-23,19,49.69,93,830
2024-02-23,20,709.65,6,498
2024-02-23,21,575.39,43,436
2024-02-23,22,323.73,36,973
2024-02-23,23,428.71,63,627
2024-02-23,24,155.82,26,901
2024-02-23,25,290.12,99,316
2024-02-23,26,966.29,79,775
2024-02-23,27,37.0,27,52
2024-02-23,28,292.48,19,502
2024-02-23,29,302.01,10,631
2024-02-23,30,932.94,0,500
2024-02-23,31,712.88,71,413
2024-02-23,32,221.72,35,603
2024-02-23,33,26.9,37,68
2024-02-23,34,717.54,51,736
2024-02-23,35,720.11,78,41
2024-02-23,36,611.15,33,937
2024-02-23,37,298.0,13,528
2024-02-23,38,25.31,89,535
2024-02-23,39,415.81,18,545
2024-02-23,40,773.23,10,942
2024-02-23,41,599.93,53,718
2024-02-23,42,946.7,50,85
2024-02-23,43,924.34,51,70
2024-02-23,44,291.45,6,913
2024-02-23,45,131.65,62,237
2024-02-23,46,151.66,36,203
2024-02-23,47,539.88,5,287
2024-02-23,48,185.76,71,991
2024-02-23,49,771.19,93,111
2024-02-23,50,659.38,28,410
2024-02-23,51,423.57,59,607
2024-02-23,52,94.13,1,82
2024-02-23,53,897.43,94,715
2024-02-23,54,790.81,63,866
2024-02-23,55,221.43,36,432
2024-02-23,56,189.66,72,962
2024-02-23,57,826.45,87,443
2024-02-23,58,162.81,28,745
2024-02-23,59,899.77,25,149
2024-02-23,60,441.53,47,732
2024-02-23,61,529.32,90,629
2024-02-23,62,16.55,16,317
2024-02-23,63,327.06,12,64
2024-02-23,64,770.66,74,987
2024-02-23,65,783.49,49,974
2024-02-23,66,693.07,99,739
2024-02-23,67,201.85,7,372
2024-02-23,68,17.91,71,592
2024-02-23,69,679.88,46,509
2024-02-23,70,499.62,25,974
2024-02-23,71,579.72,30,70
2024-02-23,72,354.67,36,189
2024-02-23,73,334.9,36,503
2024-02-23,74,104.48,66,559
2024-02-23,75,863.26,15,508
2024-02-23,76,738.62,8,97
2024-02-23,77,482.91,46,940
2024-02-23,78,238.3,39,402
2024-02-23,79,173.5,60,224
2024-02-23,80,853.13,93,786
2024-02-23,81,979.91,99,641
2024-02-23,82,26.44,24,124
2024-02-23,83,996.22,58,397
2024-02-23,84,137.17,39,805
2024-02-23,85,888.25,6,309
2024-02-23,86,229.82,96,117
2024-02-23,87,253.19,31,633
2024-02-23,88,642.0,5,723
2024-02-23,89,538.09,89,65
2024-02-23,90,508.85,76,624
2024-02-23,91,18.9,70,166
2024-02-23,92,124.14,64,534
2024-02-23,93,719.03,83,696
2024-02-23,94,115.43,92,616
2024-02-23,95,541.54,59,152
2024-02-23,96,658.36,8,791
2024-02-23,97,204.04,83,244
2024-02-23,98,884.99,0,114
2024-02-23,99,44.71,81,959
2024-02-23,100,680.34,26,508
2024-02-24,1,554.1,86,59
2024-02-24,2,268.86,49,108
2024-02-24,3,1.24,78,693
2024-02-24,4,890.67,38,911
2024-02-24,5,770.44,82,770
2024-02-24,6,715.53,44,903
2024-02-24,7,665.19,14,236
2024-02-24,8,89.44,76,264
2024-02-24,9,279.89,48,594
2024-02-24,10,47.5,12,971
2024-02-24,11,991.7,49,980
2024-02-24,12,969.08,31,102
2024-02-24,13,862.6,83,814
2024-02-24,14,152.08,57,316
2024-02-24,15,460.72,24,216
2024-02-24,16,887.3,11,263
2024-02-24,17,158.38,70,330
2024-02-24,18,780.82,57,265
2024-02-24,19,636.02,90,20
2024-02-24,20,884.17,36,973
2024-02-24,21,196.18,44,274
2024-02-24,22,769.47,65,402
2024-02-24,23,234.08,21,226
2024-02-24,24,120.7,68,183
2024-02-24,25,345.75,70,500
2024-02-24,26,782.61,37,416
2024-02-24,27,611.41,60,127
2024-02-24,28,570.56,21,206
2024-02-24,29,222.06,3,816
2024-02-24,30,5.26,2,323
2024-02-24,31,811.23,78,186
2024-02-24,32,299.46,57,627
2024-02-24,33,211.37,74,301
2024-02-24,34,460.79,32,992
2024-02-24,35,241.55,23,617
2024-02-24,36,367.44,28,277
2024-02-24,37,294.12,73,166
2024-02-24,38,171.95,52,67
2024-02-24,39,715.42,16,714
2024-02-24,40,350.98,70,432
2024-02-24,41,863.78,63,238
2024-02-24,42,300.79,52,766
2024-02-24,43,583.24,38,418
2024-02-24,44,999.02,99,132
2024-02-24,45,730.33,21,28
2024-02-24,46,388.95,16,111
2024-02-24,47,213.42,5,49
2024-02-24,48,38.83,42,960
2024-02-24,49,256.83,9,617
2024-02-24,50,571.11,7,736
2024-02-24,51,268.34,98,410
2024-02-24,52,231.16,68,7
2024-02-24,53,217.57,46,928
2024-02-24,54,650.14,4,672
2024-02-24,55,527.06,31,253
2024-02-24,56,574.22,11,169
2024-02-24,57,405.77,15,934
2024-02-24,58,973.75,62,934
2024-02-24,59,638.53,72,204
2024-02-24,60,229.58,0,313
2024-02-24,61,559.65,11,728
2024-02-24,62,694.62,73,870
2024-02-24,63,459.67,1,562
2024-02-24,64,531.36,30,367
2024-02-24,65,514.42,35,747
2024-02-24,66,563.78,49,299
2024-02-24,67,561.95,13,242
2024-02-24,68,154.25,23,116
2024-02-24,69,423.69,80,638
2024-02-24,70,473.7,61,359
2024-02-24,71,389.85,11,570
2024-02-24,72,150.8,14,3
2024-02-24,73,249.31,27,65
2024-02-24,74,836.45,73,718
2024-02-24,75,810.54,6,779
2024-02-24,76,470.33,95,699
2024-02-24,77,864.15,7,987
2024-02-24,78,500.51,88,540
2024-02-24,79,575.46,43,177
2024-02-24,80,156.38,71,114
2024-02-24,81,530.25,56,403
2024-02-24,82,29.41,5,835
2024-02-24,83,325.31,44,447
2024-02-24,84,768.01,33,880
2024-02-24,85,911.27,8,15
2024-02-24,86,146.45,24,971
2024-02-24,87,416.56,58,167
2024-02-24,88,861.77,25,131
2024-02-24,89,913.28,65,919
2024-02-24,90,526.34,93,652
2024-02-24,91,935.83,71,194
2024-02-24,92,901.59,40,253
2024-02-24,93,331.02,89,544
2024-02-24,94,818.94,12,532
2024-02-24,95,580.14,50,774
2024-02-24,96,567.73,97,187
2024-02-24,97,187.15,11,183
2024-02-24,98,501.41,58,949
2024-02-24,99,140.92,54,743
2024-02-24,100,669.37,8,605
2024-02-25,1,571.95,33,292
2024-02-25,2,285.33,38,467
2024-02-25,3,901.92,98,701
2024-02-25,4,45.57,30,546
2024-02-25,5,774.4,50,491
2024-02-25,6,405.51,55,385
2024-02-25,7,302.26,22,514
2024-02-25,8,501.88,28,849
2024-02-25,9,91.23,84,812
2024-02-25,10,190.64,67,272
2024-02-25,11,536.68,56,695
2024-02-25,12,922.66,2,231
2024-02-25,13,89.96,16,127
2024-02-25,14,101.2,46,312
2024-02-25,15,984.01,32,31
2024-02-25,16,477.29,3,100
2024-02-25,17,641.79,25,85
2024-02-25,18,151.26,54,676
2024-02-25,19,306.73,74,478
2024-02-25,20,737.31,46,122
2024-02-25,21,373.87,25,525
